# ANNOTATIONS
uid,text,annotation_type,start_offset,end_offset,color,source,confidence
,91ba4520-0a22-4b5b-bb9e-1bb6a36e200d,44eae624-46da-489a-b40a-b7ca0b840070,case
,b4502fa6-e9e6-4166-afac-5ee6d1112c4d,efff942d-63ce-4194-b515-4180095e6ba0,aux
,a4644c3c-4743-495d-bd4b-205ef5687aca,abb8c214-df72-4d68-9bb4-94daad4f09cf,det
,b0e5e6e9-7c21-41dd-ace6-565290fbf3bc,3c7bc895-0ea9-45ab-b1ea-41966e0e9d43,amod
,afadd35d-f16c-444c-99fa-f2ca79cff481,d1e44998-8cd8-4fb0-a259-0a64de33623b,case
,47c5386b-a747-4f93-8a9f-4a655cc689ec,e5988e68-3dca-4cde-8d87-c8fb83ceec96,amod
,04c99827-864a-4b05-8f9e-9b5380b37dec,158b755f-3b9f-4302-bb57-96e6e7557fb5,case
,802bea5d-a1c9-4b15-bc5a-ed90561e305d,b2a6772b-5ff0-419b-9c0d-2d10bd486386,amod
,151670b8-a8c8-429c-8a26-a0e3bfc598ca,a810f98a-d075-4416-8310-2cf6ce2879f7,cc
,52e38877-9cbc-4699-8094-f047a46f0394,fa6a62d1-9ad2-4030-888c-a86879c23a92,nmod
,0dd39a73-7d98-4687-be7e-3de6a5183866,2ee9c0ca-6aee-4fcb-ba95-a0aad23470a2,nsubj
,e5988e68-3dca-4cde-8d87-c8fb83ceec96,06fc8e33-ae45-4a60-bdf0-d6563b2d04dc,nmod
,01f5917f-af60-4565-bbb4-0664508ef49b,44eae624-46da-489a-b40a-b7ca0b840070,det
,cd8b912a-c245-47fe-9294-de6187adf0c4,4aadbba6-74f1-48d5-8d20-ff6e75e8024f,compound
,b44ad331-caad-45a0-a050-cf430a55ce92,8f5212bb-334a-4906-b9f0-7e39f3e1d298,amod
,5fc455bb-356b-4a89-a71c-e5df63d588f4,eea9fac8-124b-49fb-80cb-df7e377f563a,nsubj
,3de3d25c-794f-4d1c-9389-650a9730513f,c20e3e4a-7f97-463b-8970-db6ac6d5b6d1,punct
,2065809c-c48c-4a81-8617-8e45d07c9947,286b19c8-e48d-45a3-91b1-58f7d35acf00,nmod
,9e9265a9-4535-4542-91bb-c8fa950ad28f,75697951-5f04-4a72-82e4-2d7249c1dd56,dep
,90c31dd0-7b42-4767-81b0-f95449e1d14c,11c14f27-9063-4e04-8f46-fa5eb9ee2066,punct
,11c9fdf5-4f65-4801-b2da-35dd6b004748,c20e3e4a-7f97-463b-8970-db6ac6d5b6d1,cc
,71578575-d672-4eb2-91fe-74481c3a80a6,202a716e-e847-4adb-8f08-f9eddba7593d,case
,56eb36e0-67a3-4bc7-a5f6-6cdccd4bf4ca,c20e3e4a-7f97-463b-8970-db6ac6d5b6d1,neg
,c763e409-4663-43b5-9080-d39bca608011,1069b0c2-2b47-4e3c-b28b-5e86200a1a8d,case
,d99d8d0d-a0c6-4cee-bc15-400c73cf2e13,14c694a2-612a-486a-b58c-7cf75ab8a996,det
,2a83bfa4-7138-462b-8881-89e9c4584d87,0827be48-d394-4f5d-ba68-a6bdf6d82e9d,conj
,212ae513-b984-477c-9a0d-f8749f54423b,1989ec89-6e8e-437d-aa24-bef18ce00cfb,nsubj
,e8ae4ca4-6fa5-4228-8a75-f1f786531a42,0797f468-4b60-44ad-b3d4-4ba57f4285b6,det
,3ac97a54-e0bc-4408-8f92-3b730753b81f,996a953e-78f7-48ba-aee3-16532574beec,nsubj
,e772bad1-e7d6-4393-a109-f69c0f5c5975,abb8c214-df72-4d68-9bb4-94daad4f09cf,amod
,a0e71aad-7217-4237-b66e-be0433f7254c,e51eaa98-b616-4b1c-8910-246e3210796a,nummod
,af2b97a6-d186-45d4-9fb1-40d0287838f2,7bd7b2a8-e09f-4024-993b-bce6bb431fe8,ccomp
,3abc800b-32ed-4f09-9b8b-9d1c9729442e,ded182cd-9c1d-406a-8d91-0b8cf9653b5b,case
,e78b0a96-7b9d-453c-8881-a88705d09e9b,f3307a62-90bc-4793-a271-1e97e99b7cae,nmod:npmod
,d3e3beae-9f26-4c28-bed7-a26cfa0a65a5,f84d9b38-a8e8-49fd-bfe5-fcdc40e7de6c,nmod
,8d94d7d3-4e1d-4de6-b3d8-75b14e34cd74,e4bdec97-f4ae-42bf-9ca7-0772722c3ad3,compound
,876150f2-465f-4749-980c-4d2b29e73211,6520df88-d948-40c2-97d0-3211f2e8bd18,cc
,0797f468-4b60-44ad-b3d4-4ba57f4285b6,2daf6a27-08ef-46c2-ad55-b5966b9a6490,dobj
,2daf6a27-08ef-46c2-ad55-b5966b9a6490,81540c94-ac37-436f-afde-941fcac780ce,xcomp
,cad6d759-7184-45e1-9188-0ecd3ee8f23d,0827be48-d394-4f5d-ba68-a6bdf6d82e9d,nmod
,5997bba5-61e6-464e-a8c4-f7fe822402aa,69c2971b-c87b-40b7-8c14-306299059f10,mwe
,a7398696-4b4e-4138-ae9a-595e2810f969,202a716e-e847-4adb-8f08-f9eddba7593d,amod
,36a973e3-7293-470c-853d-3be637784309,0827be48-d394-4f5d-ba68-a6bdf6d82e9d,amod
,1069b0c2-2b47-4e3c-b28b-5e86200a1a8d,acb36298-19f1-4f9c-91e8-70a71d1ea4df,nmod
,806d9014-accd-4932-81a4-8ee2d6667242,ad727d25-0c45-4f6e-a078-f1aa64cf3e7d,compound
,ffc2ba92-7edc-4552-92f1-1c657b75f4e5,52e38877-9cbc-4699-8094-f047a46f0394,case
,957cca92-afa7-4509-bfa5-7fe6599d92bc,75697951-5f04-4a72-82e4-2d7249c1dd56,dep
,7e82b43c-fdd4-4662-a3b4-f1e94617ea31,006154e0-4031-483a-94c1-b6b13eb5fdd2,advcl
,d84f9664-92c5-45c8-b7df-d51990c23811,3c7bc895-0ea9-45ab-b1ea-41966e0e9d43,nmod
,3846c8e5-a7f6-4089-99f1-1d6f09216a2f,03afef37-c5ab-4d70-bc10-d2db596471cc,case
,ce80a899-d6b5-4714-8dcc-89e350d1f492,d27aad1a-f945-4f03-bd79-884fbeaefd46,case
,cce47e87-203f-48c9-bf31-4632c82bc699,8f5212bb-334a-4906-b9f0-7e39f3e1d298,case
,546148fd-fcc0-48ad-965a-c1630cbff564,81540c94-ac37-436f-afde-941fcac780ce,nsubj
,f18df6f0-499e-4abf-a800-c7dfdf11c16f,a810f98a-d075-4416-8310-2cf6ce2879f7,conj
,44a3d075-fe6c-4e78-912e-830096b59e5d,d3e3beae-9f26-4c28-bed7-a26cfa0a65a5,det
,743d708c-9522-4dbf-b866-c93a550c7fa1,03afef37-c5ab-4d70-bc10-d2db596471cc,nmod
,2acf9f86-98d5-4f9a-9f84-cb249f83df11,6e58c17a-5ade-4167-9e3f-dee361c8a181,compound
,c924a18d-b823-434d-b988-c44b58d284e6,11c14f27-9063-4e04-8f46-fa5eb9ee2066,punct
,03afef37-c5ab-4d70-bc10-d2db596471cc,efff942d-63ce-4194-b515-4180095e6ba0,nmod
,f2cde224-3c47-468e-9b3f-2667ff9782f7,f6f23186-519a-40e4-8067-d81868035d09,nmod
,6a621b57-95cc-4953-bb66-b2d2a3f83b8f,24df4d32-a662-4d3f-a009-3018e2df5596,cop
,f80cbd27-a1db-433c-8f91-166ee7d767ab,d27aad1a-f945-4f03-bd79-884fbeaefd46,det
,08ab9a5d-1d5c-455f-850d-b3301626f0a9,d84f9664-92c5-45c8-b7df-d51990c23811,compound
,f3307a62-90bc-4793-a271-1e97e99b7cae,7246beea-d07a-46f5-93da-e8038ade3d0f,nummod
,9e14e553-5882-4f15-83ac-d3a53ed606ef,fbcdc830-ab1f-4a94-a8f5-3815743b38f5,det
,4e9dff26-e50d-4a28-ab01-171cb573fd0a,006154e0-4031-483a-94c1-b6b13eb5fdd2,mark
,3c7bc895-0ea9-45ab-b1ea-41966e0e9d43,c3431c41-ecc9-42ca-8e3a-8bdb06f5d032,nmod
,19933317-34f5-4b27-b737-d5161fe73909,3ac97a54-e0bc-4408-8f92-3b730753b81f,compound
,cbc53204-fe44-47dd-805f-37b503aac279,af2b97a6-d186-45d4-9fb1-40d0287838f2,nsubj
,b8cd89b9-1475-467e-a8da-3a3fc1b407f6,8f5212bb-334a-4906-b9f0-7e39f3e1d298,nmod
,286b19c8-e48d-45a3-91b1-58f7d35acf00,202a716e-e847-4adb-8f08-f9eddba7593d,acl
,eb97eb5f-75f2-49a2-ac26-479d1800f0a5,9e9265a9-4535-4542-91bb-c8fa950ad28f,punct
,fb7c6967-7e33-4394-a6d8-9388b9fea316,fe4039c8-baed-47ee-9237-e8906cbadbc1,cc
,186525e7-e832-4529-9bb6-fe72555a77f0,006154e0-4031-483a-94c1-b6b13eb5fdd2,punct
,8b157b98-be7a-48e8-9216-3989fe268acf,c711b832-9c39-4d29-a346-d18ef008e43c,case
,c39abd4d-acfe-4298-86b9-78a49c793e02,996a3b80-58bd-4f3b-a488-dacc62073879,compound
,3db3558d-f9c8-4810-a1f4-96b8fa8a8d5d,5f57c5db-290a-4160-8455-37cf0f4b60fc,nmod
,69868a4c-ba22-489c-9cbc-8addc2735e3d,009b6480-8d1d-4663-955f-89ad2f1df813,det
,f4dd5f25-b4b3-4cd2-a2a5-43188957964c,d502a136-479e-405a-987f-3930857ca0b8,det
,7402a156-f1c0-48f8-bdd8-474651829b60,d2466f71-8045-4233-b4e0-9f087113f6f4,nmod
,88dc8ab2-607e-47c5-ab88-e18ab4c5fcfc,fecf2c2e-dcce-44e5-831e-4f85dcb06701,case
,8d679a0a-1683-4b4e-a200-6ffd812c1f81,5820c8c6-0ebc-4a04-83be-535f19b3dcbe,nmod
,bb500e2b-b981-443a-8567-c3e11a1976f3,d75ce4b9-7a86-4190-94d3-d2b44ca4b200,amod
,42aa634d-d500-4f76-b9e0-acb9f445e59a,ffdb5328-4a91-4c69-a058-cdaf525d8180,nmod:npmod
,9b3f8333-426c-4390-b0f5-8601c3aa403e,5a75b0a1-248c-4312-84f6-d92e1fa931c6,cop
,46034974-693a-463d-b2d9-44c4fdd0e234,e65fb3e9-7938-4554-87e4-e74a0fdb191c,case
,11cab984-4f87-4c7e-baeb-0e5c54c4c472,8ea72d1e-05c4-469e-98ec-ccc4004d9d9d,compound
,1441b330-aee7-4c27-b096-dccf912beebe,b84b32e0-2352-456c-a246-abf3fb481bbc,amod
,e65fb3e9-7938-4554-87e4-e74a0fdb191c,9cf7c95d-97dd-4d48-ba5a-cf464ba983be,nmod
,79bf1acb-04bb-43ff-b109-ec2282029f3f,48ac37ff-e38f-477a-9c37-c1164eae74b6,nmod
,0b988474-3de4-4c97-a368-a414ac296318,1e8a426b-d6e9-4a3d-aa80-079198b6b2d7,case
,61ba08b9-006e-4e8b-8ecf-c9fba9d77950,e0897bb1-f1a4-41e3-bc17-3fa046f06582,nsubj
,7d304abf-b777-4fd5-9553-3def09c59c78,0bbaeb1d-3f93-40db-a0c8-d262166e59c0,case
,016ecb44-9bc7-4bf7-b5d7-052b5a819d1a,ac78c586-0de9-4298-9501-4a25c2bd5714,amod
,d75ce4b9-7a86-4190-94d3-d2b44ca4b200,47d82ab5-937b-407d-ab62-f888d6dd97cc,conj
,9c171f5d-521d-49d9-adf4-fd36bb32735d,2f288e68-3e6b-4ecc-a44d-2eb4d994baf2,cc
,665d2c2c-a2f6-44b2-92cb-fe2e81420e06,fdc5d91f-b150-4b00-8ebc-c945a3c68599,amod
,ee5b6aee-8fa7-4272-b57c-414be8f310ae,34a938a2-6780-4456-8159-255feee3d581,dep
,85846a69-edcb-4007-b5e2-eb78c72435b4,2f288e68-3e6b-4ecc-a44d-2eb4d994baf2,nmod:poss
,8b0a34b6-c3db-4dad-9f0c-f3cb423fb691,e8c92c9a-e0a9-4d7b-a010-a5960a68acab,cop
,d84bd6a1-c7f6-41ff-a74d-a232ae2124ff,0998081f-ca80-42c9-84f7-a11d37788583,mark
,58010f1c-1583-4003-9e17-9b5838d4d5e3,ec772ad6-5d08-4612-9262-8cf5adee9b3f,nmod
,3d5665dd-72c7-441b-a7d1-8b9e2df187dc,194d5399-3e89-4564-83bb-2140dd6a2b1e,nmod
,2b43f5ec-1064-46d5-a4f4-5ca67950c774,0a289b89-63f1-45fb-a26d-30d77100a9c9,conj
,64ba058e-006f-4661-af78-2a3b978dc367,83e59c93-326b-499b-b388-8520984ed53a,conj
,ac6fa102-4a58-477c-99bd-36f70e7e0091,d2466f71-8045-4233-b4e0-9f087113f6f4,cc
,baac1cc4-2126-4a65-bbf7-6fc240a622b1,32c2b24c-2e7e-40ed-80b5-44b9f9765a6d,amod
,56d04cb8-cf0e-42c0-9956-509670903d9f,47d82ab5-937b-407d-ab62-f888d6dd97cc,det
,29c1d6a8-c731-412e-86aa-8bf2129b3583,838e59c3-261e-4cdf-99f5-fe1d3610efaa,dobj
,76418994-f07f-4e61-9184-2e25f52dd1e9,6b432dd0-51b7-4ea0-82e8-cab9f50c04d0,amod
,6f719ced-2547-4f98-bf47-cfb3b39030c9,382be28c-0455-4dbe-9544-a08e4ba864e2,amod
,f77c28b5-2e2a-412a-a105-a53a060287a4,c83d9c4d-2393-4c83-b0b7-3fea0d78223c,punct
,bcf90caf-98de-48ac-b874-228ec39025b9,79b8a0aa-c13b-4552-a44a-4621e19a492e,amod
,4698759e-af28-4606-a4bd-1733ece1be41,9c171f5d-521d-49d9-adf4-fd36bb32735d,mwe
,744214c6-137e-4928-8eb2-46a500f43497,f8073d1f-725d-4a2f-8c5f-f3578157d018,punct
,8359562f-6980-4a80-ada7-608bdab38e25,3a848a8b-6c04-4ee2-ac17-d25fb417345e,advmod
,9121bfb9-7a45-4194-a5e8-a94d43e048ce,93cab8b0-404a-4e73-a45b-bd8aa262d9aa,amod
,2df88bd6-7fdd-4da6-b264-43d44c6ca50e,e0897bb1-f1a4-41e3-bc17-3fa046f06582,dep
,b84b32e0-2352-456c-a246-abf3fb481bbc,d2466f71-8045-4233-b4e0-9f087113f6f4,dobj
,d8ddd6d8-1984-4394-a0ba-c76b9c35bf6f,2df88bd6-7fdd-4da6-b264-43d44c6ca50e,punct
,8e598bf8-e4f5-4f5e-a24d-b920f6d88550,32c2b24c-2e7e-40ed-80b5-44b9f9765a6d,case
,fef40ff7-7d53-487b-9cfb-e1373a1d3aad,e8c92c9a-e0a9-4d7b-a010-a5960a68acab,punct
,212d1e32-3087-4284-a464-e3e64293dcc7,60ed2a32-9bc1-4ab7-bfe4-a4e2906ef595,amod
,f9a44977-dd8c-49dd-9254-f226f914b27a,74ae0b33-b2d5-4f60-a73a-f60c60b305a7,punct
,4c458f51-9d9a-41e0-8baa-054bcf2c3fc7,973fdac9-090c-49dc-b03c-82ef30e577f2,mwe
,81fa42a8-3db5-4304-b730-966d027d56e8,5d481cbc-6bb2-4b87-8553-5cb43f560337,amod
,3e97da1b-170a-4690-8b79-e9f652661e42,912c3049-6cd3-44ab-b963-230fef22de4a,nmod
,996a3b80-58bd-4f3b-a488-dacc62073879,959d0c5f-58b8-4b25-9ba7-1350fc13f2dd,conj
,c96eab10-0951-49ca-8132-47801679d86e,2f288e68-3e6b-4ecc-a44d-2eb4d994baf2,conj
,95e63491-7db5-4143-a611-54021bdaa8a2,0998081f-ca80-42c9-84f7-a11d37788583,dobj
,48ac37ff-e38f-477a-9c37-c1164eae74b6,5ad3f31d-3445-4244-b5da-f1c63d7671e2,ccomp
,ba2694c1-92ec-4d3f-9496-a4c05dfd018a,93cab8b0-404a-4e73-a45b-bd8aa262d9aa,amod
,68dcc941-d1f3-4774-a4df-556992cd2184,f8073d1f-725d-4a2f-8c5f-f3578157d018,nsubj
,05f6e0f8-43e8-4f41-922e-77fc6e5ff6f5,cc90fd5f-b90d-4054-b1ef-e11fc09c234b,punct
,bc44c53a-d702-418a-b8ea-3a487db778e9,8ea72d1e-05c4-469e-98ec-ccc4004d9d9d,case
,99333adf-7b80-4d50-916a-532749526690,827000ef-8392-4a86-8a12-a1e42f65a4d1,punct
,335dc121-547e-4efa-82fe-122e69ab475f,8f4e22d0-c006-4fc0-a8fb-7ce305ac459d,punct
,3731ef8c-4e3d-4167-a3a4-7cfb2a8ed22a,869bab38-6625-40b8-b938-5f3148cd061d,amod
,5f57c5db-290a-4160-8455-37cf0f4b60fc,e8c92c9a-e0a9-4d7b-a010-a5960a68acab,nmod
,2b93e45a-0491-49ed-92cf-b2bbae53c713,38bdb7ca-32e6-496e-ac78-b752a50d20de,aux
,104db3e1-52ca-4c34-9b57-dd297b0be8ff,6ded263e-fb52-4553-8526-b2da3fad3fa6,aux
,d502a136-479e-405a-987f-3930857ca0b8,018fcc93-d691-4e15-839b-2e6c94ce588b,dobj
,7095af61-506c-4f41-93e1-a0c1827b027c,0a289b89-63f1-45fb-a26d-30d77100a9c9,case
,693d1dfd-9a49-46a1-9771-183f347d2c9b,bed3bf65-c91d-4b3e-b15f-5faccd9ca652,amod
,bea6645f-52c1-47ba-ae4a-4efb6bc06149,dc25ced7-576c-4e89-a7d5-cf50804f3ace,case
,e7ade70c-4cf6-445d-bac8-359c375d8987,0bbaeb1d-3f93-40db-a0c8-d262166e59c0,amod
,25e749de-cf44-4ad8-9ed3-4f3971cb1192,f8073d1f-725d-4a2f-8c5f-f3578157d018,advmod
,4acb647c-43a1-4d1c-92cd-584319a16542,2f288e68-3e6b-4ecc-a44d-2eb4d994baf2,nmod
,bed3bf65-c91d-4b3e-b15f-5faccd9ca652,e633008e-1d2a-461e-b0ca-e89e5519bf03,dobj
,c9f24391-10cf-4c0d-abbf-75118fe1fad1,f7143650-a629-4319-9250-5d2af4f05772,case
,652dff55-f714-43da-86fa-dcff5e45282c,f53b3a34-7d38-447f-865c-bb3a44479bb9,nsubj
,dc25ced7-576c-4e89-a7d5-cf50804f3ace,95e63491-7db5-4143-a611-54021bdaa8a2,nmod
,f7765fcc-0a22-4e1e-ae43-b7c7c370ae8a,b84b32e0-2352-456c-a246-abf3fb481bbc,det
,853955c4-764f-4b2d-9655-7c6b761fd3f1,36887c64-53c0-4d8a-85af-3a2aac740f78,amod
,665d3b0c-f449-48c8-a668-5c1ed686a39c,f8073d1f-725d-4a2f-8c5f-f3578157d018,cop
,8dcb03fb-38b8-406b-96d0-2bc7f55f88cc,062d415e-8a5b-4497-abcb-193a5bbdef94,case
,f2645a95-7d7a-4f2f-9f41-b9077c30bc5c,8d679a0a-1683-4b4e-a200-6ffd812c1f81,amod
,074f816f-901c-4279-8f05-3167d0762750,e8c92c9a-e0a9-4d7b-a010-a5960a68acab,punct
,fcddadec-6817-49e0-b950-58031fd3d5e6,d2466f71-8045-4233-b4e0-9f087113f6f4,conj
,973fdac9-090c-49dc-b03c-82ef30e577f2,912c3049-6cd3-44ab-b963-230fef22de4a,cc
,240f5f07-1e20-4243-8038-34b71eeff44f,473781b6-608a-426a-a101-a887c068348a,nsubj
,a46d4b38-42bb-433f-bc63-e4ab87b6ad15,efdac229-5d3d-4d7f-adf0-da9a4fc004b6,xcomp
,d4642d92-29b3-4628-9a10-8da2329f140b,09ff7c41-1846-4110-8aea-5c87494c8e18,compound
,0cb199f9-91e6-43a1-94de-5781a408ec3f,0a289b89-63f1-45fb-a26d-30d77100a9c9,case
,ac78c586-0de9-4298-9501-4a25c2bd5714,c1ebe195-89df-422b-9d04-9ef4d3a6bbf3,dobj
,5289c493-8c99-454c-b309-8b82e15fd2f2,e8c92c9a-e0a9-4d7b-a010-a5960a68acab,nsubj
,12a653df-3647-4b8c-a69b-100e7d45625a,0998081f-ca80-42c9-84f7-a11d37788583,advmod
,fdc5d91f-b150-4b00-8ebc-c945a3c68599,fe4cb271-2a23-443c-b6f6-108ee0b405e8,nmod
,0370041c-dc08-44d0-b3b5-4e1a6da72c6d,1a402092-fd89-4dc4-a99c-4855fdd16a47,nmod
,d0997e83-1bc9-44e2-9e6b-a7243c45acfe,e0897bb1-f1a4-41e3-bc17-3fa046f06582,punct
,6fe86da1-ea5c-470f-bb92-c06a77246917,83e59c93-326b-499b-b388-8520984ed53a,csubj
,ddd6e890-3740-473a-992a-ad14a7ec57e5,f8073d1f-725d-4a2f-8c5f-f3578157d018,advmod
,f8a2cda7-3816-464e-8775-020ce2b6c299,0336eea1-0770-4f48-bc80-475dc664ac9c,punct
,5d3a42cc-4eaa-4af3-9e2a-b036b99dcf3a,34a938a2-6780-4456-8159-255feee3d581,advmod
,69051e8d-7e2e-40d8-abeb-3b7bc15addab,8e01a9dc-9c48-4250-b8d0-7737f1a2f5df,case
,f1163d25-06a7-4d93-8a86-4dc4d8263cab,838e59c3-261e-4cdf-99f5-fe1d3610efaa,mark
,7b877a99-eaf0-44a8-9364-3ef6705fd4e2,53339400-b44d-42f6-98d7-562e3384db09,conj
,3a848a8b-6c04-4ee2-ac17-d25fb417345e,3e97da1b-170a-4690-8b79-e9f652661e42,amod
,0a289b89-63f1-45fb-a26d-30d77100a9c9,5ad3f31d-3445-4244-b5da-f1c63d7671e2,nmod
,96d51846-02e4-44a6-a2d0-6da9f566582e,959d0c5f-58b8-4b25-9ba7-1350fc13f2dd,cc:preconj
,ee031ee0-41dc-4855-a695-ca61fc638e48,4f763452-f77f-4ac1-be2b-fd6f6a711cfd,advmod
,2e3f0709-9773-45d3-a2ab-9e6ed9d3902b,0370041c-dc08-44d0-b3b5-4e1a6da72c6d,case
,8cc37411-c4a4-4be3-9a38-6f9cc5322c13,d7a90112-f439-45c4-b985-358d5b675d75,case
,09166420-c701-47fe-ab49-48322e9e20f3,f53b3a34-7d38-447f-865c-bb3a44479bb9,mark
,ba2c61b5-21c1-48b0-8806-8e538300fdb6,e0897bb1-f1a4-41e3-bc17-3fa046f06582,cc
,f02aa9ce-7deb-4f3a-a3e1-1215e4bd3022,28363ff4-f2d6-4dca-8bbd-57fe6b1c6f3c,nsubj
,5ce0c4b4-b2dc-415a-b118-9382a1f23817,fbcdc830-ab1f-4a94-a8f5-3815743b38f5,case
,0336eea1-0770-4f48-bc80-475dc664ac9c,5ad3f31d-3445-4244-b5da-f1c63d7671e2,dep
,4b3acd55-32e6-4b1b-9676-a4df7fac825c,53339400-b44d-42f6-98d7-562e3384db09,cc
,9819ed2e-f395-4d03-b8b5-550115261b19,c96eab10-0951-49ca-8132-47801679d86e,nmod
,e737eb53-74ba-457a-b82a-c10d8e00d3c2,473781b6-608a-426a-a101-a887c068348a,mark
,382be28c-0455-4dbe-9544-a08e4ba864e2,64cf6409-6ed7-4b58-bc9f-7fd521dab0d3,dobj
,ffdb5328-4a91-4c69-a058-cdaf525d8180,1e8a426b-d6e9-4a3d-aa80-079198b6b2d7,amod
,475ef55a-5500-4041-a169-22ae16426c4a,34a938a2-6780-4456-8159-255feee3d581,punct
,80aae9ff-265a-4a27-bb8f-1b3052abede2,fdc5d91f-b150-4b00-8ebc-c945a3c68599,case
,27bbb0ea-d0f8-4625-b8d6-4f5769bcd375,e633008e-1d2a-461e-b0ca-e89e5519bf03,mark
,959d0c5f-58b8-4b25-9ba7-1350fc13f2dd,e3047b72-8609-4899-9822-30992553b448,nmod
,7e2a0d92-68a8-4bcf-842e-8538a26ad080,f8073d1f-725d-4a2f-8c5f-f3578157d018,punct
,d3b15c5e-b895-4309-8108-f556d3374e32,64cf6409-6ed7-4b58-bc9f-7fd521dab0d3,nmod
,307ff1a5-89c0-4d32-af30-70165b0e7d3d,95e63491-7db5-4143-a611-54021bdaa8a2,nmod:poss
,44d19ac0-a6f0-4693-b184-8413ee7df9eb,32c2b24c-2e7e-40ed-80b5-44b9f9765a6d,nmod
,359b8b71-1bae-4a65-a357-6f4729ad0d72,38bdb7ca-32e6-496e-ac78-b752a50d20de,nmod
,ddac4a0f-6741-4179-b4ac-16f3a54f013f,9819ed2e-f395-4d03-b8b5-550115261b19,cc
,47d82ab5-937b-407d-ab62-f888d6dd97cc,24a3e2fa-895b-4ce7-96f4-74e1bd5da3f3,dobj
,5101ecfa-b090-4865-a3e6-50484d285985,6f7ffba3-a634-444c-8b93-3d336eed985b,advmod
,52b7bc5b-51f4-4979-b0a3-4bdf1ab1fe84,3db3558d-f9c8-4810-a1f4-96b8fa8a8d5d,det
,958989ea-e526-4517-86f9-b05ce3ba80d0,0a289b89-63f1-45fb-a26d-30d77100a9c9,det
,12ee8a7f-4d54-40f7-a76c-fe1479beeca8,48ac37ff-e38f-477a-9c37-c1164eae74b6,amod
,7f429804-4fab-4626-a3f2-6fa789216663,d7a90112-f439-45c4-b985-358d5b675d75,nmod
,79b8a0aa-c13b-4552-a44a-4621e19a492e,9819ed2e-f395-4d03-b8b5-550115261b19,conj
,70f5f088-26b8-44e8-9bc1-e263550b47e0,49ed08f0-e546-43d0-a5bc-23208c9cdddc,det
,be67812c-0dbf-4893-b23b-fe25135af576,b49e2be4-da84-4782-ad39-d72d87933d73,nmod
,6ac5b727-a7bf-4c8e-93cc-aeedf23f21ec,9986c69f-0a49-4dca-ad25-0d8c00782b1d,case
,8de831bc-8d0f-4365-9ddc-43c93b18468a,7f429804-4fab-4626-a3f2-6fa789216663,mark
,6b432dd0-51b7-4ea0-82e8-cab9f50c04d0,cc90fd5f-b90d-4054-b1ef-e11fc09c234b,nsubj
,020d9bab-881c-4a77-8e4a-9e880ffc53e1,194d5399-3e89-4564-83bb-2140dd6a2b1e,amod
,45d6fb57-3db2-4e94-9688-ceed05e259b8,959d0c5f-58b8-4b25-9ba7-1350fc13f2dd,case
,9e358769-5622-4c73-8830-529927c6db12,dc8da86f-9de3-41aa-b258-fc1f33b78ceb,case
,7bd0a206-26eb-455b-aed5-259aed9a32a4,378590ef-458b-42f0-9c45-5a24eed1c887,punct
,36ed64f5-a87c-4f35-b99d-d82d069dbebf,5a75b0a1-248c-4312-84f6-d92e1fa931c6,punct
,6cfa3fc5-3f97-4ab7-b6ab-18ffb90fdfcd,827000ef-8392-4a86-8a12-a1e42f65a4d1,aux
,69c41991-cd16-42f5-a88f-a511004a4f6c,44d19ac0-a6f0-4693-b184-8413ee7df9eb,case
,9dd322f9-b1d5-4323-ac41-74498bdb59db,5b76ce74-6d45-4b7d-89db-ff2f0654ad41,conj
,d2ddb712-e584-4480-8391-47cf9593165f,009b6480-8d1d-4663-955f-89ad2f1df813,amod
,c833301d-daeb-44f9-b89b-4b1eaf1ffb42,28363ff4-f2d6-4dca-8bbd-57fe6b1c6f3c,mark
,1cbad310-f15a-45fa-a30e-c296f3acd1c5,240f5f07-1e20-4243-8038-34b71eeff44f,punct
,062d415e-8a5b-4497-abcb-193a5bbdef94,4857b563-ad82-4036-b44f-0d6b223b848c,nmod
,7129dadd-6375-42cd-9386-4076b8576617,5f57c5db-290a-4160-8455-37cf0f4b60fc,case
,8b86783a-2767-449b-b915-8f1b862252b2,09f38964-5e90-4c12-9bee-a9a64aa5f3b7,dep
,869bab38-6625-40b8-b938-5f3148cd061d,79b8a0aa-c13b-4552-a44a-4621e19a492e,nmod
,0fc172a3-0e36-4883-959e-98653d6dd5af,97222d6a-1d0f-4cff-9bc1-883f7bfa97c2,case
,838e59c3-261e-4cdf-99f5-fe1d3610efaa,827000ef-8392-4a86-8a12-a1e42f65a4d1,xcomp
,3e7c50e3-1862-4815-a7fb-203f4795d2a4,d2466f71-8045-4233-b4e0-9f087113f6f4,punct
,21f27bfa-538a-48f8-9394-cb4a2647071d,2b43f5ec-1064-46d5-a4f4-5ca67950c774,acl
,9ee2c132-826c-4b2d-8250-93ed732d15e4,68dcc941-d1f3-4774-a4df-556992cd2184,amod
,936fbc74-46a0-4047-9e90-2d9310f6edcb,47d82ab5-937b-407d-ab62-f888d6dd97cc,cc
,e633008e-1d2a-461e-b0ca-e89e5519bf03,e8c92c9a-e0a9-4d7b-a010-a5960a68acab,xcomp
,c10c23e3-0e51-455b-8dcc-ad1a9643a730,a46d4b38-42bb-433f-bc63-e4ab87b6ad15,mark
